id,address,pname,cityname,type,adname,name,location,lng,lat,rank
B0FFGBGLNB,园博大道1号,湖北省,武汉市,购物服务;商场;购物中心,Qiaokou,武汉荟聚,"114.167514,30.617138",114.167514,30.617138,1
B0FFI1ZU46,解放大道367号2栋1单元,湖北省,武汉市,购物服务;商场;购物中心,Qiaokou,泛悦·南国广场,"114.2228,30.585039",114.2228,30.585039,1
B0FFH904G6,金桥大道18号,湖北省,武汉市,购物服务;商场;购物中心,Jiang'an,永旺超市(永旺梦乐城店),"114.284184,30.630293",114.284184,30.630293,1
B0FFK1U5IA,广场环路与体育馆路交叉口南80米,湖北省,武汉市,购物服务;商场;商场,Wuchang,江南创意市集,"114.336102,30.545418",114.336102,30.545418,2
B0FFI03PTO,珞瑜路20号(街道口地铁站N口步行90米),湖北省,武汉市,购物服务;商场;普通商场|购物服务;商场;购物中心|购物服务;服装鞋帽皮具店;服装鞋帽皮具店,Hongshan,流行视窗购物广场(珞瑜路店),"114.353873,30.525893",114.353873,30.525893,3
B0FFH806LL,淮海路与商务中路交叉口东南80米,湖北省,武汉市,商务住宅;楼宇;商务写字楼|购物服务;商场;普通商场,Jianghan,中央商务区,"114.248489,30.599484",114.248489,30.599484,2
B0FFF5U516,阳逻街阳光大道151号,湖北省,武汉市,购物服务;家电电子卖场;综合家电商场,Xinzhou,海尔电器(阳逻店),"114.563850,30.656052",114.56385,30.656052,3
B0FFIS0IFO,武昌火车站公交综合体车站二楼,湖北省,武汉市,购物服务;商场;普通商场,Wuchang,新禧莲中商美食购物广场,"114.317748,30.530362",114.317748,30.530362,3
B0FFH0U4HQ,巨龙大道与和美路交叉口西北100米,湖北省,武汉市,购物服务;商场;普通商场,Huangpi,名流城市商业广场A座,"114.275355,30.709096",114.275355,30.709096,3
B0G39DOQYI,流芳路108号,湖北省,武汉市,购物服务;商场;普通商场|购物服务;超级市场;超市,Jiangxia,同兴生活广场,"114.452329,30.431713",114.452329,30.431713,3
B0FFH0U4H8,巨龙大道与和美路交叉口西200米,湖北省,武汉市,购物服务;商场;普通商场,Huangpi,名流城市商业广场B座,"114.274161,30.709201",114.274161,30.709201,3
B0FFGCBDY2,和平大道959号(靠本溪街),湖北省,武汉市,购物服务;商场;购物中心|购物服务;商场;普通商场,Qingshan,武商城市奥莱C潮品馆,"114.377658,30.627485",114.377658,30.627485,1
B0FFHUC67G,龙阳大道36号大洋百货龙阳店B2层,湖北省,武汉市,购物服务;商场;购物中心|购物服务;商场;普通商场,Hanyang,江诗尼亚龙阳大洋百货专卖店,"114.208932,30.560687",114.208932,30.560687,2
B0FFGFRN8Y,后湖大道111号汉口城市广场购物中心,湖北省,武汉市,购物服务;商场;普通商场,Jiang'an,汉口城市广场A区,"114.305435,30.65153",114.305435,30.65153,1
B0FFM2976N,巨龙大道88号名流城市商业广场F1,湖北省,武汉市,购物服务;家电电子卖场;综合家电商场,Huangpi,中百工贸电器(盘龙城店),"114.274757,30.709100",114.274757,30.7091,3
B0H33AUHHV,蔡甸街华林村华林公寓33号附近,湖北省,武汉市,购物服务;商场;普通商场,Caidian,新世纪超市(进喜路店),"114.027957,30.535633",114.027957,30.535633,3
B0FFIDV0LJ,中山大道388号(汉正街地铁站B口步行240米),湖北省,武汉市,购物服务;商场;商场,Qiaokou,云尚国际时尚中心,"114.27817,30.57138",114.27817,30.57138,1
B0FFGQ52CX,长丰大道与丰华路交汇处,湖北省,武汉市,购物服务;商场;普通商场,Qiaokou,盛惠·中原里,"114.208751,30.60779",114.208751,30.60779,2
B0HK1S6M83,唐家墩路490号,湖北省,武汉市,购物服务;商场;商场,Jianghan,5.5数字文创港,"114.269044,30.609061",114.269044,30.609061,3
B0G02R5VRU,光谷街与珞雄路交叉口西100米,湖北省,武汉市,购物服务;商场;商场,Hongshan,云尚城市奥莱(西班牙风情街店),"114.405397,30.503141",114.405397,30.503141,1
B0FFHCSLLP,九全嘉国际广场,湖北省,武汉市,购物服务;商场;普通商场|购物服务;超级市场;超市,Jiangxia,发到家(九全嘉国际广场店),"114.329919,30.358326",114.329919,30.358326,2
B0HBLG8O8D,田园中路服投广场,湖北省,武汉市,购物服务;商场;普通商场,Dongxihu,美好市集(服投广场店),"114.142749,30.622317",114.142749,30.622317,2
B0FFHRI4K3,青化路32号武钢二医院旁边,湖北省,武汉市,购物服务;商场;普通商场|购物服务;超级市场;超市,Qingshan,丽红超市(白玉山1店,"114.486296,30.606885",114.486296,30.606885,3
B001B17G05,阳光大道152号,湖北省,武汉市,购物服务;家电电子卖场;综合家电商场,Xinzhou,永兴商场,"114.565289,30.658188",114.565289,30.658188,3
B0FFLNRGU6,墨水湖北路与院子湾路交叉口东南40米,湖北省,武汉市,购物服务;商场;普通商场,Hanyang,武商量贩(入口),"114.233256,30.551713",114.233256,30.551713,2
B001B1CC98,雄楚大道杨家塆保利华都A座(杨家湾地铁站C口旁),湖北省,武汉市,购物服务;商场;普通商场,Hongshan,流行视窗购物广场(卓豹店),"114.38408,30.505586",114.38408,30.505586,3
B0FFLPGILS,龙腾大街80号附近,湖北省,武汉市,购物服务;商场;商场,Xinzhou,幸福时代购物广场,"114.798783,30.826299",114.798783,30.826299,2
B0FFG77MMG,和平大道959号武商城市奥莱,湖北省,武汉市,购物服务;商场;购物中心|购物服务;商场;普通商场,Qingshan,武商城市奥莱A名品馆,"114.376612,30.626485",114.376612,30.626485,1
B001B15UZX,中山大道285-287号,湖北省,武汉市,购物服务;商场;购物中心,Qiaokou,美奇国际广场,"114.277932,30.572845",114.277932,30.572845,3
B0FFKG4J49,珞狮南路425号(马房山地铁站C口步行160米),湖北省,武汉市,购物服务;商场;普通商场,Hongshan,泛悦·城市奥特莱斯,"114.35125,30.513014",114.35125,30.513014,1
B0IA3XJ94K,和平大道959号武商众圆广场F5,湖北省,武汉市,购物服务;商场;商场,Qingshan,发源地武商众圆广场(武商城市奥莱店),"114.376401,30.626000",114.376401,30.626,1
B0GKVC58OO,解放大道18号(古田二路地铁站A口步行360米),湖北省,武汉市,购物服务;商场;普通商场|购物服务;商场;购物中心,Qiaokou,凯德广场(西城店),"114.193355,30.597579",114.193355,30.597579,1
B0FFFPA0E2,解放大道686号世贸大厦11层1108,湖北省,武汉市,购物服务;商场;普通商场,Jianghan,武商,"114.269510,30.579911",114.26951,30.579911,1
B0H05MCE95,解放大道367号2栋1单元南国·西汇F5,湖北省,武汉市,购物服务;商场;商场,Qiaokou,潮玩黑市(南国西汇城市广场2期店),"114.222697,30.585559",114.222697,30.585559,3
B001B1IQWX,龙阳大道36号大洋百货B1层,湖北省,武汉市,购物服务;商场;普通商场|购物服务;服装鞋帽皮具店;品牌鞋店,Hanyang,大洋龙阳百货专卖店,"114.208652,30.560929",114.208652,30.560929,1
B0HRJ9SIS5,中山大道与民意四路交叉口南40米,湖北省,武汉市,购物服务;商场;商场,Qiaokou,云尚国际旗舰店,"114.279415,30.572479",114.279415,30.572479,1
B0FFKZUQ4A,芦沟桥路长春街小学东北侧约110米,湖北省,武汉市,购物服务;商场;免税品店,Jiang'an,MOORIGINS,"114.311146,30.607474",114.311146,30.607474,2
B0FFMHBO7G,汉口北商贸物流枢纽区管委会汉口北大道电商大厦12楼,湖北省,武汉市,购物服务;商场;普通商场,Huangpi,汉口北,"114.323082,30.704595",114.323082,30.704595,2
B001B18XV6,后湖大道111号(后湖大道地铁站N口步行70米),湖北省,武汉市,购物服务;商场;购物中心,Jiang'an,汉口城市广场购物中心,"114.306636,30.65195",114.306636,30.65195,1
