id,address,pname,cityname,type,adname,name,location,lng,lat
B0IUSCBTA0,芭蕉侗族乡玉露街,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,恩施市,恩施玉露博物馆,"109.401835,30.125920",109.401835,30.12592
B0FFJK1ZI5,金桂大道恩施州文化中心内,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,恩施市,恩施土家族苗族自治州博物馆,"109.496759,30.305669",109.496759,30.305669
B0FFK2VCST,凤天路与学院路交叉口东北240米,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,恩施市,恩施州文化中心民俗博物馆,"109.490588,30.299902",109.490588,30.299902
B0FFGDRKHC,公园街6号,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,恩施市,恩施市博物馆,"109.477729,30.262440",109.477729,30.26244
B0FFGBTRKG,公园街6号,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,恩施市,恩施抗战历史陈列馆,"109.477672,30.262438",109.477672,30.262438
B0FFKCX70O,民族博物馆,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,咸丰县,咸丰县民族博物馆,"109.133811,29.669027",109.133811,29.669027
B0FFG50Q05,沿江大道99号,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,巴东县,巴东博物馆,"110.345810,31.046696",110.34581,31.046696
B0I145CAAY,人民路文体中心,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,宣恩县,宣恩县博物馆(暂停营业),"109.491371,29.984775",109.491371,29.984775
B0FFLJRLVI,红土中路158号,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,建始县,启航文化传媒,"109.704216,30.604254",109.704216,30.604254
B0HDMSSPEH,将军路169西北方向30米,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,巴东县,民族文化博物馆,"110.325153,30.614708",110.325153,30.614708
B0FFMH8RQ6,信陵镇巴山路132号,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,巴东县,巴东县海山文化传媒有限公司,"110.332557,31.036834",110.332557,31.036834
B02CE0PU6M,段德昌路7号,湖北省,恩施土家族苗族自治州,科教文化服务;博物馆;博物馆,鹤峰县,鹤峰县博物馆,"110.035846,29.885059",110.035846,29.885059
B02C90006W,将军路5号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,麻城市,麻城博物馆(暂停营业),"115.020653,31.179571",115.020653,31.179571
B02C90OSG2,公园路7号,湖北省,黄冈市,科教文化服务;博物馆;博物馆|风景名胜;风景名胜相关;旅游景点,黄州区,黄冈市博物馆(旧馆),"114.867705,30.452735",114.867705,30.452735
B02C900FDQ,玉湖路239号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,武穴市,武穴市博物馆,"115.548740,29.851837",115.54874,29.851837
B02C9005RH,黄梅镇五祖大道134号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄梅县,黄梅县博物馆,"115.942493,30.076768",115.942493,30.076768
B0FFL3HSM2,中环路与涵晖北路交叉口东北60米,湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄州区,对面墩汉墓遗址博物馆,"114.882275,30.463069",114.882275,30.463069
B02C902KX7,新华正街349号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,浠水县,浠水县博物馆,"115.268590,30.451394",115.26859,30.451394
B02C900597,文庙街25号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,罗田县,罗田县博物馆,"115.399118,30.783051",115.399118,30.783051
B0FFGM1DF2,明珠大道110号(东方广场西侧),湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄州区,黄冈博物馆,"114.910440,30.468635",114.91044,30.468635
B02C902LMU,东门路151号黄冈市文化和旅游局,湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄州区,黄冈市民俗博物馆,"114.907985,30.470912",114.907985,30.470912
B0FFFYUP35,漕河镇濒湖公园,湖北省,黄冈市,科教文化服务;博物馆;博物馆,蕲春县,蕲春县博物馆(暂停营业),"115.443405,30.221491",115.443405,30.221491
B0FFG0VWU7,109省道东100米,湖北省,黄冈市,科教文化服务;博物馆;博物馆,红安县,红安博物馆,"114.589962,31.258714",114.589962,31.258714
B0IUUR24XC,站前大道滨河西路465号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄梅县,黄梅县博物馆,"115.955107,30.094764",115.955107,30.094764
B0FFHIKLHZ,体育路21号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄州区,黄冈市黄州区博物馆,"114.875344,30.455988",114.875344,30.455988
B0HDG5NGFL,蕲春县东壁大道,湖北省,黄冈市,科教文化服务;博物馆;博物馆,蕲春县,蕲春县博物馆(新址),"115.421809,30.220013",115.421809,30.220013
B0FFKZWDXA,新港二路师范学院大学生活动中心,湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄州区,大别山农耕文化博物馆,"114.925588,30.454938",114.925588,30.454938
B0FFFHD4J0,黄冈经济开发区新港二路146号黄冈师范学院西2门对面,湖北省,黄冈市,科教文化服务;博物馆;博物馆,黄州区,大别山地质博物馆,"114.921929,30.448945",114.921929,30.448945
B0FFKBJB64,友谊街82号,湖北省,黄冈市,科教文化服务;博物馆;博物馆,蕲春县,大别山书画院,"115.439348,30.241022",115.439348,30.241022
B02CA00OJE,团城山广会路12号,湖北省,黄石市,科教文化服务;博物馆;博物馆,下陆区,黄石市博物馆,"115.041958,30.197013",115.041958,30.197013
B02CA00SSO,直辖村模拟镇建设路2号,湖北省,黄石市,科教文化服务;博物馆;博物馆,铁山区,大冶铁矿博物馆,"114.902342,30.208135",114.902342,30.208135
B0FFMCEARN,花湖大道30号万达写字楼B座1710室,湖北省,黄石市,科教文化服务;博物馆;博物馆,黄石港区,黄石美音文化传媒有限公司,"115.060281,30.243345",115.060281,30.243345
B0FFFZVGH2,湛月路2号(青铜文化广场西南角),湖北省,黄石市,科教文化服务;博物馆;博物馆,大冶市,大冶市博物馆,"114.981345,30.093960",114.981345,30.09396
B0FFFHCD9R,红旗桥社区工作管理委员会五羊巷,湖北省,黄石市,科教文化服务;博物馆;博物馆,黄石港区,湖北水泥遗址博物馆,"115.082441,30.221299",115.082441,30.221299
B0G0AYT6PG,汪仁镇盛家滩20,湖北省,黄石市,科教文化服务;博物馆;博物馆,大冶市,清风奇石店,"115.108607,30.132539",115.108607,30.132539
B0HDR5T8YR,[],湖北省,黄石市,科教文化服务;博物馆;博物馆,大冶市,新四军谈桥农耕文化博物馆,"114.756549,29.988617",114.756549,29.988617
B0FFIIGX3J,经济技术开发区园博园大道北侧(黄石园博园对面),湖北省,黄石市,科教文化服务;博物馆;博物馆,大冶市,湖北(黄石)地质博物馆,"115.054430,30.111159",115.05443,30.111159
B0FFJ2V918,金湖街办泉塘村熊家湾100号铜绿山古铜矿遗址(西北角),湖北省,黄石市,科教文化服务;博物馆;博物馆,大冶市,大冶市铜绿山古铜矿遗址博物馆,"114.943522,30.081377",114.943522,30.081377
B0IRCZ3FA7,荆门园博园内,湖北省,荆门市,科教文化服务;博物馆;博物馆,掇刀区,荆门自然博物馆,"112.175966,31.015117",112.175966,31.015117
B02D40NPLY,子陵镇石莲村1组,湖北省,荆门市,科教文化服务;博物馆;博物馆,东宝区,蜜蜂博物馆,"112.152753,31.042318",112.152753,31.042318
B0HGNMKYHS,荆山大道28号,湖北省,荆门市,科教文化服务;博物馆;博物馆,掇刀区,荆门市博物馆新馆,"112.173720,31.005362",112.17372,31.005362
B02D401LGC,020县道,湖北省,荆门市,科教文化服务;博物馆;博物馆,沙洋县,沙洋油菜博物馆,"112.558980,30.687546",112.55898,30.687546
B0FFJD42JS,白云大道五十五号古玩城43号门店,湖北省,荆门市,科教文化服务;博物馆;博物馆,东宝区,藏乐堂,"112.206391,31.026516",112.206391,31.026516
B02D40NPM7,新市镇文峰西路10号,湖北省,荆门市,科教文化服务;博物馆;博物馆,京山市,京山市博物馆,"113.117253,31.014295",113.117253,31.014295
B0FFF8ZHXM,莫愁湖路28号,湖北省,荆门市,科教文化服务;博物馆;博物馆,钟祥市,钟祥市博物馆,"112.618810,31.182896",112.61881,31.182896
B0FFG7TOVD,川店镇张场村,湖北省,荆州市,风景名胜;风景名胜;国家级景点|科教文化服务;博物馆;博物馆,荆州区,楚王车马阵景区,"112.013563,30.612767",112.013563,30.612767
B02CC000CB,荆州中路166号,湖北省,荆州市,科教文化服务;博物馆;博物馆,荆州区,荆州博物馆,"112.180126,30.353465",112.180126,30.353465
B02CC024SM,笔架山路57号,湖北省,荆州市,科教文化服务;博物馆;博物馆,石首市,石首市博物馆,"112.432625,29.720296",112.432625,29.720296
B0H11ZPCI2,沙隆达农药厂附近沿江大道,湖北省,荆州市,科教文化服务;博物馆;博物馆,沙市区,荆楚非遗传承院,"112.306579,30.269763",112.306579,30.269763
B02CC000CA,新堤街道玉沙路29号,湖北省,荆州市,科教文化服务;博物馆;博物馆,洪湖市,洪湖革命历史博物馆,"113.462676,29.814387",113.462676,29.814387
B02CC0O8JG,沿江大道西33号,湖北省,荆州市,科教文化服务;博物馆;博物馆,监利市,监利博物馆,"112.885493,29.811273",112.885493,29.811273
B0GK3DTON6,新沟镇付柳村,湖北省,荆州市,科教文化服务;博物馆;博物馆,监利市,监利农村民俗博物馆,"112.894730,30.150621",112.89473,30.150621
B02CF01YPG,五堰街道北京北路91号,湖北省,十堰市,科教文化服务;博物馆;博物馆,茅箭区,十堰博物馆,"110.795951,32.641949",110.795951,32.641949
B02CF0QDE8,城关镇郧阳路文化东巷6号,湖北省,十堰市,科教文化服务;博物馆;博物馆,郧阳区,郧阳博物馆,"110.809845,32.836034",110.809845,32.836034
B0HB7C2GEX,郧阳区经济开发区朱家湾,湖北省,十堰市,科教文化服务;博物馆;博物馆,郧阳区,十堰张湾培长报纸博物馆,"110.810006,32.759774",110.810006,32.759774
B0GUXZ9GF7,银河路亿科红郡3号楼,湖北省,十堰市,科教文化服务;博物馆;博物馆,张湾区,湖北城市目光影视传媒有限公司,"110.783476,32.666240",110.783476,32.66624
B02CF0QXTZ,武当山特区博物馆路14号,湖北省,十堰市,科教文化服务;博物馆;博物馆,丹江口市,武当博物馆,"111.083830,32.515475",111.08383,32.515475
B0IRMCLK8J,云盖寺绿松石国家矿山公园内,湖北省,十堰市,科教文化服务;博物馆;博物馆,郧阳区,云盖寺绿松石矿山博物馆(建设中),"110.313336,32.737895",110.313336,32.737895
B0FFJF0NJK,三官殿街道北京路120号,湖北省,十堰市,科教文化服务;博物馆;博物馆,丹江口市,丹江口市博物馆,"111.487819,32.538698",111.487819,32.538698
B02CF0QRR1,凯旋大道127号,湖北省,十堰市,科教文化服务;博物馆;博物馆,张湾区,武当农博馆,"110.762505,32.683982",110.762505,32.683982
B0FFL0W6P6,Z040与Z035交叉口西60米,湖北省,十堰市,科教文化服务;博物馆;博物馆,竹溪县,竹溪生漆博物馆,"109.741655,32.232224",109.741655,32.232224
B0GDLUHRA4,水坪镇向家汇东南,湖北省,十堰市,科教文化服务;博物馆;博物馆,竹溪县,红色记忆博物馆,"109.808089,32.330708",109.808089,32.330708
B0FFKR9CHT,城关镇诗经文化公园内,湖北省,十堰市,科教文化服务;博物馆;博物馆,房县,罗国士艺术博物馆,"110.725791,32.045256",110.725791,32.045256
B02CF0QXBW,武当山风景区028乡道,湖北省,十堰市,科教文化服务;博物馆;博物馆,丹江口市,武当山地质博物馆,"111.082356,32.536896",111.082356,32.536896
B0H3A5BA1O,中西关街与房陵西大道交叉口北280米,湖北省,十堰市,科教文化服务;博物馆;博物馆,房县,房州民俗博物馆,"110.724147,32.058208",110.724147,32.058208
B0IUC71W7G,大雅路与新水厂路交叉口南160米,湖北省,十堰市,科教文化服务;博物馆;博物馆,房县,房县一中党史教育展览馆,"110.724154,32.044102",110.724154,32.044102
B0FFL3I65O,习六路,湖北省,十堰市,科教文化服务;博物馆;博物馆,丹江口市,丹江口市南水北调均县镇集镇原址博物馆,"111.137896,32.653542",111.137896,32.653542
B0I3HA6H7N,蔡湾村村民委员会东北侧250米,湖北省,十堰市,科教文化服务;博物馆;博物馆,丹江口市,中国南水北调博物馆(建设中),"111.469201,32.553122",111.469201,32.553122
B0G0D62XZF,诗经文化广场市民之家A栋,湖北省,十堰市,科教文化服务;博物馆;博物馆,房县,房县博物馆,"110.723849,32.043954",110.723849,32.043954
B0GU7RIHC9,城北大道,湖北省,十堰市,科教文化服务;博物馆;博物馆,竹溪县,老家记忆博物馆,"109.756054,32.314349",109.756054,32.314349
B0FFGZB578,305国道国际绿松石城1号,湖北省,十堰市,科教文化服务;博物馆;博物馆,竹山县,国际绿松石博物馆,"110.241663,32.211504",110.241663,32.211504
B02D2001HK,擂鼓墩大道98号(二桥头西),湖北省,随州市,科教文化服务;博物馆;博物馆,曾都区,随州市博物馆,"113.356195,31.727138",113.356195,31.727138
B02D201L8N,洛阳镇玉龙千年银杏谷附近,湖北省,随州市,科教文化服务;博物馆;博物馆,曾都区,胡氏祠农耕民俗博物馆,"113.335097,31.431830",113.335097,31.43183
B0FFL43PRZ,印台山公园,湖北省,随州市,科教文化服务;博物馆;博物馆,广水市,广水市博物馆,"113.828538,31.614290",113.828538,31.61429
